"session","bill_type","bill_number","legislator","floor_stage_vote","committee_stage_vote","type_lobbyiing"
2003,"AB","125","Bies, Garey",1,1,"Pre-For, Post-None"
2003,"AB","125","Gunderson, Scott L.",1,1,"Pre-For, Post-None"
2003,"AB","125","Johnsrud, DuWayne",1,1,"Pre-For, Post-None"
2003,"AB","125","Miller, Mark",1,1,"Pre-For, Post-None"
2003,"AB","125","Ott, Alvin R.",1,1,"Pre-For, Post-None"
2003,"AB","125","Pettis, Mark L.",1,1,"Pre-For, Post-None"
2003,"AB","125","Steinbrink, John P.",1,1,"Pre-For, Post-None"
2003,"AB","125","Williams, Mary",1,1,"Pre-For, Post-None"
2003,"AB","141","Freese, Stephen J.",1,1,"Pre-For, Post-None"
2003,"AB","141","Grothman, Glenn",1,1,"Pre-For, Post-None"
2003,"AB","141","Gundrum, Mark",1,1,"Pre-For, Post-None"
2003,"AB","141","Pocan, Mark",1,1,"Pre-For, Post-None"
2003,"AB","141","Travis, David M.",1,1,"Pre-For, Post-None"
2003,"AB","157","Friske, Donald",1,1,"Pre-Against, Post-None"
2003,"AB","157","Gundrum, Mark",1,1,"Pre-Against, Post-None"
2003,"AB","157","Jeskewitz, Suzanne",1,1,"Pre-Against, Post-None"
2003,"AB","157","Lasee, Frank G.",1,1,"Pre-Against, Post-None"
2003,"AB","157","Owens, Carol",1,1,"Pre-Against, Post-None"
2003,"AB","157","Petrowski, Jerry",1,1,"Pre-Against, Post-None"
2003,"AB","157","Pocan, Mark",0,0,"Pre-Against, Post-None"
2003,"AB","157","Schneider, Marlin D.",0,0,"Pre-Against, Post-None"
2003,"AB","157","Staskunas, Anthony J.",1,1,"Pre-Against, Post-None"
2003,"AB","157","Suder, Scott",1,1,"Pre-Against, Post-None"
2003,"AB","157","Vukmir, Leah",1,1,"Pre-Against, Post-None"
2003,"AB","161","Bies, Garey",1,1,"Pre-For, Post-None"
2003,"AB","161","Musser, Terry M.",1,1,"Pre-For, Post-None"
2003,"AB","161","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2003,"AB","161","Shilling, Jennifer",1,1,"Pre-For, Post-None"
2003,"AB","161","Staskunas, Anthony J.",1,1,"Pre-For, Post-None"
2003,"AB","161","Young, Leon D.",1,1,"Pre-For, Post-None"
2003,"AB","165","Ainsworth, John H.",1,1,"Pre-None, Post-For"
2003,"AB","165","Balow, Larry C.",1,1,"Pre-None, Post-For"
2003,"AB","165","Hines, J.A.",1,1,"Pre-None, Post-For"
2003,"AB","165","Kestell, Steve",1,1,"Pre-None, Post-For"
2003,"AB","165","Loeffelholz, Gabe",1,1,"Pre-None, Post-For"
2003,"AB","165","Ott, Alvin R.",1,1,"Pre-None, Post-For"
2003,"AB","165","Petrowski, Jerry",1,1,"Pre-None, Post-For"
2003,"AB","165","Plouff, Joe",1,1,"Pre-None, Post-For"
2003,"AB","165","Steinbrink, John P.",1,1,"Pre-None, Post-For"
2003,"AB","165","Suder, Scott",1,1,"Pre-None, Post-For"
2003,"AB","165","Towns, Debi",1,1,"Pre-None, Post-For"
2003,"AB","165","Vruwink, Amy Sue",1,1,"Pre-None, Post-For"
2003,"AB","165","Williams, Annette P.",1,1,"Pre-None, Post-For"
2003,"AB","169","Albers, Sheryl K.",1,1,"Pre-Against, Post-None"
2003,"AB","169","Jeskewitz, Suzanne",1,1,"Pre-Against, Post-None"
2003,"AB","169","Kestell, Steve",1,1,"Pre-Against, Post-None"
2003,"AB","169","Krug, Shirley",0,0,"Pre-Against, Post-None"
2003,"AB","169","Ladwig, Bonnie L.",1,1,"Pre-Against, Post-None"
2003,"AB","169","Miller, Mark",0,0,"Pre-Against, Post-None"
2003,"AB","169","Vukmir, Leah",1,1,"Pre-Against, Post-None"
2003,"AB","182","Ainsworth, John H.",1,1,"No Lobbying"
2003,"AB","182","Friske, Donald",1,1,"No Lobbying"
2003,"AB","182","Gottlieb, Mark",1,1,"No Lobbying"
2003,"AB","182","Hahn, Eugene",1,1,"No Lobbying"
2003,"AB","182","Hebl, Gary Alan",1,1,"No Lobbying"
2003,"AB","182","Ott, Alvin R.",1,1,"No Lobbying"
2003,"AB","182","Petrowski, Jerry",1,1,"No Lobbying"
2003,"AB","182","Sherman, Gary E.",1,1,"No Lobbying"
2003,"AB","182","Staskunas, Anthony J.",1,1,"No Lobbying"
2003,"AB","182","Steinbrink, John P.",1,1,"No Lobbying"
2003,"AB","182","Suder, Scott",1,1,"No Lobbying"
2003,"AB","182","VanRoy, Karl",1,1,"No Lobbying"
2003,"AB","182","Vruwink, Amy Sue",1,1,"No Lobbying"
2003,"AB","182","Zepnick, Josh",1,1,"No Lobbying"
2003,"AB","200","Bies, Garey",1,1,"No Lobbying"
2003,"AB","200","Black, Spencer",1,1,"No Lobbying"
2003,"AB","200","Gunderson, Scott L.",1,1,"No Lobbying"
2003,"AB","200","Johnsrud, DuWayne",1,1,"No Lobbying"
2003,"AB","200","Miller, Mark",1,0,"No Lobbying"
2003,"AB","200","Ott, Alvin R.",1,1,"No Lobbying"
2003,"AB","200","Pettis, Mark L.",1,1,"No Lobbying"
2003,"AB","200","Steinbrink, John P.",1,1,"No Lobbying"
2003,"AB","200","Williams, Mary",1,1,"No Lobbying"
2003,"AB","202","Balow, Larry C.",1,1,"No Lobbying"
2003,"AB","202","Krusick, Peggy",1,1,"No Lobbying"
2003,"AB","202","LeMahieu, Daniel R.",1,1,"No Lobbying"
2003,"AB","202","Nischke, Ann",1,1,"No Lobbying"
2003,"AB","202","Pope-Roberts, Sondy",1,1,"No Lobbying"
2003,"AB","202","Seratti, Lorraine M.",1,1,"No Lobbying"
2003,"AB","202","Weber, Becky",1,1,"No Lobbying"
2003,"AB","202","Williams, Mary",1,1,"No Lobbying"
2003,"AB","202","Wood, Wayne W.",1,1,"No Lobbying"
2003,"AB","209","Kaufert, Dean R.",1,1,"Pre-For, Post-None"
2003,"AB","209","Meyer, Dan",1,1,"Pre-For, Post-None"
2003,"AB","209","Rhoades, Kitty",1,1,"Pre-For, Post-None"
2003,"AB","209","Schooff, Dan",1,1,"Pre-For, Post-None"
2003,"AB","209","Stone, Jeff",1,1,"Pre-For, Post-None"
2003,"AB","209","Ward, David W.",1,1,"Pre-For, Post-None"
2003,"AB","232","Colon, Pedro",0,0,"Pre-For, Post-None"
2003,"AB","232","Friske, Donald",1,1,"Pre-For, Post-None"
2003,"AB","232","Gundrum, Mark",1,1,"Pre-For, Post-None"
2003,"AB","232","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2003,"AB","232","Owens, Carol",1,1,"Pre-For, Post-None"
2003,"AB","232","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2003,"AB","232","Pocan, Mark",1,1,"Pre-For, Post-None"
2003,"AB","232","Schneider, Marlin D.",1,1,"Pre-For, Post-None"
2003,"AB","232","Suder, Scott",1,1,"Pre-For, Post-None"
2003,"AB","232","Turner, Robert L.",0,1,"Pre-For, Post-None"
2003,"AB","232","Vukmir, Leah",1,1,"Pre-For, Post-None"
2003,"AB","245","Albers, Sheryl K.",1,1,"No Lobbying"
2003,"AB","245","Cullen, David A.",1,1,"No Lobbying"
2003,"AB","245","Grothman, Glenn",1,1,"No Lobbying"
2003,"AB","245","Gundrum, Mark",1,1,"No Lobbying"
2003,"AB","245","Hebl, Gary Alan",1,1,"No Lobbying"
2003,"AB","245","Kerkman, Samantha",1,1,"No Lobbying"
2003,"AB","245","McCormick, Terri",1,1,"No Lobbying"
2003,"AB","245","Staskunas, Anthony J.",1,1,"No Lobbying"
2003,"AB","251","Berceau, Terese",1,1,"Pre-For, Post-None"
2003,"AB","251","Hahn, Eugene",1,1,"Pre-For, Post-None"
2003,"AB","251","Hebl, Gary Alan",1,1,"Pre-For, Post-None"
2003,"AB","251","Jeskewitz, Suzanne",1,1,"Pre-For, Post-None"
2003,"AB","251","Kerkman, Samantha",1,1,"Pre-For, Post-None"
2003,"AB","251","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2003,"AB","251","Lehman, Michael A.",1,1,"Pre-For, Post-None"
2003,"AB","251","Lothian, Thomas A.",1,1,"Pre-For, Post-None"
2003,"AB","251","Morris, Johnnie Elaine",1,1,"Pre-For, Post-None"
2003,"AB","251","Nass, Stephen L.",1,1,"Pre-For, Post-None"
2003,"AB","251","Wood, Jeffrey",1,1,"Pre-For, Post-None"
2003,"AB","251","Wood, Wayne W.",1,1,"Pre-For, Post-None"
2003,"AB","251","Ziegelbauer, Bob",1,1,"Pre-For, Post-None"
2003,"AB","263","Berceau, Terese",1,1,"Pre-For, Post-None"
2003,"AB","263","Gunderson, Scott L.",1,1,"Pre-For, Post-None"
2003,"AB","263","Huber, Gregory B.",1,1,"Pre-For, Post-None"
2003,"AB","263","LeMahieu, Daniel R.",1,1,"Pre-For, Post-None"
2003,"AB","263","Lehman, Michael A.",1,1,"Pre-For, Post-None"
2003,"AB","263","Lothian, Thomas A.",1,1,"Pre-For, Post-None"
2003,"AB","265","Colon, Pedro",1,1,"Pre-For, Post-None"
2003,"AB","265","Friske, Donald",1,1,"Pre-For, Post-None"
2003,"AB","265","Gundrum, Mark",1,1,"Pre-For, Post-None"
2003,"AB","265","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2003,"AB","265","Owens, Carol",1,1,"Pre-For, Post-None"
2003,"AB","265","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2003,"AB","265","Pocan, Mark",1,1,"Pre-For, Post-None"
2003,"AB","265","Schneider, Marlin D.",1,1,"Pre-For, Post-None"
2003,"AB","265","Suder, Scott",1,1,"Pre-For, Post-None"
2003,"AB","265","Turner, Robert L.",1,1,"Pre-For, Post-None"
2003,"AB","265","Vukmir, Leah",1,1,"Pre-For, Post-None"
2003,"AB","27","Bies, Garey",1,1,"No Lobbying"
2003,"AB","27","Black, Spencer",1,1,"No Lobbying"
2003,"AB","27","Gunderson, Scott L.",1,1,"No Lobbying"
2003,"AB","27","Johnsrud, DuWayne",1,1,"No Lobbying"
2003,"AB","27","Krawczyk, Judy",1,1,"No Lobbying"
2003,"AB","27","Miller, Mark",1,1,"No Lobbying"
2003,"AB","27","Ott, Alvin R.",1,1,"No Lobbying"
2003,"AB","27","Pettis, Mark L.",1,1,"No Lobbying"
2003,"AB","27","Steinbrink, John P.",1,1,"No Lobbying"
2003,"AB","27","Williams, Mary",1,1,"No Lobbying"
2003,"AB","273","Albers, Sheryl K.",1,1,"Pre-None, Post-For"
2003,"AB","273","Grothman, Glenn",1,1,"Pre-None, Post-For"
2003,"AB","273","Gundrum, Mark",1,1,"Pre-None, Post-For"
2003,"AB","273","Hebl, Gary Alan",1,1,"Pre-None, Post-For"
2003,"AB","273","Kerkman, Samantha",1,1,"Pre-None, Post-For"
2003,"AB","273","McCormick, Terri",1,1,"Pre-None, Post-For"
2003,"AB","273","Staskunas, Anthony J.",1,1,"Pre-None, Post-For"
2003,"AB","294","Albers, Sheryl K.",1,1,"No Lobbying"
2003,"AB","294","Bies, Garey",1,1,"No Lobbying"
2003,"AB","294","Colon, Pedro",1,1,"No Lobbying"
2003,"AB","294","Lasee, Frank G.",1,1,"No Lobbying"
2003,"AB","294","Owens, Carol",1,1,"No Lobbying"
2003,"AB","294","Pocan, Mark",1,1,"No Lobbying"
2003,"AB","294","Staskunas, Anthony J.",1,1,"No Lobbying"
2003,"AB","294","Suder, Scott",1,1,"No Lobbying"
2003,"AB","294","Underheim, Gregg",1,1,"No Lobbying"
2003,"AB","294","Wasserman, Sheldon A.",1,1,"No Lobbying"
2003,"AB","324","Albers, Sheryl K.",1,1,"Pre-For, Post-None"
2003,"AB","324","Bies, Garey",1,1,"Pre-For, Post-None"
2003,"AB","324","Colon, Pedro",1,1,"Pre-For, Post-None"
2003,"AB","324","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2003,"AB","324","Owens, Carol",1,1,"Pre-For, Post-None"
2003,"AB","324","Pocan, Mark",1,1,"Pre-For, Post-None"
2003,"AB","324","Staskunas, Anthony J.",1,1,"Pre-For, Post-None"
2003,"AB","324","Suder, Scott",1,1,"Pre-For, Post-None"
2003,"AB","324","Underheim, Gregg",1,1,"Pre-For, Post-None"
2003,"AB","324","Wasserman, Sheldon A.",1,1,"Pre-For, Post-None"
2003,"AB","329","Berceau, Terese",1,1,"Pre-For, Post-None"
2003,"AB","329","Cullen, David A.",1,1,"Pre-For, Post-None"
2003,"AB","329","Gielow, Curt",1,1,"Pre-For, Post-None"
2003,"AB","329","Huber, Gregory B.",1,1,"Pre-For, Post-None"
2003,"AB","329","Ladwig, Bonnie L.",1,1,"Pre-For, Post-None"
2003,"AB","329","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2003,"AB","329","Lehman, John W.",1,1,"Pre-For, Post-None"
2003,"AB","329","McCormick, Terri",1,1,"Pre-For, Post-None"
2003,"AB","329","Plouff, Joe",1,1,"Pre-For, Post-None"
2003,"AB","329","Shilling, Jennifer",1,1,"Pre-For, Post-None"
2003,"AB","329","Underheim, Gregg",1,1,"Pre-For, Post-None"
2003,"AB","329","Weber, Becky",1,1,"Pre-For, Post-None"
2003,"AB","329","Wieckert, Steve",1,1,"Pre-For, Post-None"
2003,"AB","332","Hines, J.A.",1,1,"Pre-None, Post-For"
2003,"AB","332","Johnsrud, DuWayne",1,1,"Pre-None, Post-For"
2003,"AB","332","McCormick, Terri",1,1,"Pre-None, Post-For"
2003,"AB","332","Morris, Johnnie Elaine",1,1,"Pre-None, Post-For"
2003,"AB","332","Schneider, Marlin D.",1,1,"Pre-None, Post-For"
2003,"AB","332","Underheim, Gregg",1,1,"Pre-None, Post-For"
2003,"AB","332","Wasserman, Sheldon A.",1,1,"Pre-None, Post-For"
2003,"AB","34","Colon, Pedro",1,1,"Pre-For, Post-None"
2003,"AB","34","Gielow, Curt",1,1,"Pre-For, Post-None"
2003,"AB","34","Huber, Gregory B.",1,1,"Pre-For, Post-None"
2003,"AB","34","Hundertmark, Jean L.",1,1,"Pre-For, Post-None"
2003,"AB","34","Johnsrud, DuWayne",1,1,"Pre-For, Post-None"
2003,"AB","34","Krug, Shirley",1,1,"Pre-For, Post-None"
2003,"AB","34","Miller, Mark",1,1,"Pre-For, Post-None"
2003,"AB","34","Montgomery, Phil",1,1,"Pre-For, Post-None"
2003,"AB","34","Olsen, Luther S.",1,1,"Pre-For, Post-None"
2003,"AB","34","Seratti, Lorraine M.",1,1,"Pre-For, Post-None"
2003,"AB","34","Shilling, Jennifer",1,1,"Pre-For, Post-None"
2003,"AB","34","Underheim, Gregg",1,1,"Pre-For, Post-None"
2003,"AB","34","Vruwink, Amy Sue",1,1,"Pre-For, Post-None"
2003,"AB","34","Vukmir, Leah",1,1,"Pre-For, Post-None"
2003,"AB","34","Wasserman, Sheldon A.",1,1,"Pre-For, Post-None"
2003,"AB","34","Wieckert, Steve",1,1,"Pre-For, Post-None"
2003,"AB","340","Ainsworth, John H.",1,1,"Pre-For, Post-Against"
2003,"AB","340","Albers, Sheryl K.",1,1,"Pre-For, Post-Against"
2003,"AB","340","Black, Spencer",1,0,"Pre-For, Post-Against"
2003,"AB","340","Gronemus, Barbara",1,1,"Pre-For, Post-Against"
2003,"AB","340","Huber, Gregory B.",1,0,"Pre-For, Post-Against"
2003,"AB","340","Musser, Terry M.",1,1,"Pre-For, Post-Against"
2003,"AB","340","Seratti, Lorraine M.",1,1,"Pre-For, Post-Against"
2003,"AB","340","Wood, Jeffrey",1,1,"Pre-For, Post-Against"
2003,"AB","341","Kaufert, Dean R.",1,1,"Pre-For, Post-None"
2003,"AB","341","Meyer, Dan",1,1,"Pre-For, Post-None"
2003,"AB","341","Rhoades, Kitty",1,1,"Pre-For, Post-None"
2003,"AB","341","Schooff, Dan",1,1,"Pre-For, Post-None"
2003,"AB","341","Stone, Jeff",1,1,"Pre-For, Post-None"
2003,"AB","341","Ward, David W.",1,1,"Pre-For, Post-None"
2003,"AB","342","Balow, Larry C.",1,1,"Pre-Against, Post-None"
2003,"AB","342","Black, Spencer",0,0,"Pre-Against, Post-None"
2003,"AB","342","Gottlieb, Mark",1,1,"Pre-Against, Post-None"
2003,"AB","342","Jeskewitz, Suzanne",1,1,"Pre-Against, Post-None"
2003,"AB","342","Kreibich, Robin G.",1,1,"Pre-Against, Post-None"
2003,"AB","342","Nass, Stephen L.",1,1,"Pre-Against, Post-None"
2003,"AB","342","Pocan, Mark",0,0,"Pre-Against, Post-None"
2003,"AB","342","Schneider, Marlin D.",0,0,"Pre-Against, Post-None"
2003,"AB","342","Shilling, Jennifer",0,0,"Pre-Against, Post-None"
2003,"AB","342","Towns, Debi",1,1,"Pre-Against, Post-None"
2003,"AB","342","Underheim, Gregg",1,1,"Pre-Against, Post-None"
2003,"AB","354","Krusick, Peggy",1,1,"No Lobbying"
2003,"AB","354","Morris, Johnnie Elaine",1,1,"No Lobbying"
2003,"AB","354","Olsen, Luther S.",1,1,"No Lobbying"
2003,"AB","354","Townsend, John F.",1,1,"No Lobbying"
2003,"AB","354","Wieckert, Steve",1,1,"No Lobbying"
2003,"AB","374","Bies, Garey",1,1,"Pre-For, Post-None"
2003,"AB","374","Black, Spencer",1,1,"Pre-For, Post-None"
2003,"AB","374","Gronemus, Barbara",1,1,"Pre-For, Post-None"
2003,"AB","374","Gunderson, Scott L.",1,1,"Pre-For, Post-None"
2003,"AB","374","Johnsrud, DuWayne",1,1,"Pre-For, Post-None"
2003,"AB","374","Krawczyk, Judy",1,1,"Pre-For, Post-None"
2003,"AB","374","Miller, Mark",1,1,"Pre-For, Post-None"
2003,"AB","374","Ott, Alvin R.",1,1,"Pre-For, Post-None"
2003,"AB","374","Pettis, Mark L.",1,1,"Pre-For, Post-None"
2003,"AB","374","Steinbrink, John P.",1,1,"Pre-For, Post-None"
2003,"AB","374","Williams, Mary",1,1,"Pre-For, Post-None"
2003,"AB","375","Colon, Pedro",1,0,"Pre-For, Post-None"
2003,"AB","375","Friske, Donald",1,1,"Pre-For, Post-None"
2003,"AB","375","Gundrum, Mark",1,1,"Pre-For, Post-None"
2003,"AB","375","Lasee, Frank G.",1,0,"Pre-For, Post-None"
2003,"AB","375","Owens, Carol",1,1,"Pre-For, Post-None"
2003,"AB","375","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2003,"AB","375","Pocan, Mark",1,1,"Pre-For, Post-None"
2003,"AB","375","Schneider, Marlin D.",1,1,"Pre-For, Post-None"
2003,"AB","375","Suder, Scott",1,1,"Pre-For, Post-None"
2003,"AB","375","Turner, Robert L.",1,1,"Pre-For, Post-None"
2003,"AB","375","Vukmir, Leah",1,1,"Pre-For, Post-None"
2003,"AB","39","Bies, Garey",1,1,"No Lobbying"
2003,"AB","39","Hines, J.A.",1,1,"No Lobbying"
2003,"AB","39","Pettis, Mark L.",1,1,"No Lobbying"
2003,"AB","39","Sinicki, Christine",1,1,"No Lobbying"
2003,"AB","39","Williams, Mary",1,1,"No Lobbying"
2003,"AB","39","Ziegelbauer, Bob",1,1,"No Lobbying"
2003,"AB","395","Hahn, Eugene",1,1,"Pre-For, Post-None"
2003,"AB","395","Hines, J.A.",1,1,"Pre-For, Post-None"
2003,"AB","395","Hundertmark, Jean L.",1,1,"Pre-For, Post-None"
2003,"AB","395","Kestell, Steve",1,1,"Pre-For, Post-None"
2003,"AB","395","Krug, Shirley",1,0,"Pre-For, Post-None"
2003,"AB","395","Lehman, John W.",1,1,"Pre-For, Post-None"
2003,"AB","395","Loeffelholz, Gabe",1,1,"Pre-For, Post-None"
2003,"AB","395","Nass, Stephen L.",1,1,"Pre-For, Post-None"
2003,"AB","395","Olsen, Luther S.",1,1,"Pre-For, Post-None"
2003,"AB","395","Plouff, Joe",1,1,"Pre-For, Post-None"
2003,"AB","395","Pope-Roberts, Sondy",1,0,"Pre-For, Post-None"
2003,"AB","395","Towns, Debi",1,1,"Pre-For, Post-None"
2003,"AB","395","Townsend, John F.",1,1,"Pre-For, Post-None"
2003,"AB","395","Williams, Annette P.",1,1,"Pre-For, Post-None"
2003,"AB","395","Ziegelbauer, Bob",1,1,"Pre-For, Post-None"
2003,"AB","396","Bies, Garey",1,1,"No Lobbying"
2003,"AB","396","Black, Spencer",1,0,"No Lobbying"
2003,"AB","396","Gronemus, Barbara",1,1,"No Lobbying"
2003,"AB","396","Johnsrud, DuWayne",1,1,"No Lobbying"
2003,"AB","396","Krawczyk, Judy",1,1,"No Lobbying"
2003,"AB","396","Miller, Mark",1,1,"No Lobbying"
2003,"AB","396","Ott, Alvin R.",1,1,"No Lobbying"
2003,"AB","396","Pettis, Mark L.",1,1,"No Lobbying"
2003,"AB","396","Steinbrink, John P.",1,1,"No Lobbying"
2003,"AB","424","Black, Spencer",1,1,"Pre-For, Post-None"
2003,"AB","424","Gronemus, Barbara",1,1,"Pre-For, Post-None"
2003,"AB","424","Gunderson, Scott L.",1,1,"Pre-For, Post-None"
2003,"AB","424","Johnsrud, DuWayne",1,1,"Pre-For, Post-None"
2003,"AB","424","Krawczyk, Judy",1,1,"Pre-For, Post-None"
2003,"AB","424","Miller, Mark",1,1,"Pre-For, Post-None"
2003,"AB","424","Ott, Alvin R.",1,1,"Pre-For, Post-None"
2003,"AB","424","Pettis, Mark L.",1,1,"Pre-For, Post-None"
2003,"AB","424","Steinbrink, John P.",1,1,"Pre-For, Post-None"
2003,"AB","424","Williams, Mary",1,1,"Pre-For, Post-None"
2003,"AB","426","Kaufert, Dean R.",1,1,"No Lobbying"
2003,"AB","426","Meyer, Dan",1,1,"No Lobbying"
2003,"AB","426","Rhoades, Kitty",1,1,"No Lobbying"
2003,"AB","426","Schooff, Dan",1,1,"No Lobbying"
2003,"AB","426","Stone, Jeff",1,1,"No Lobbying"
2003,"AB","426","Ward, David W.",1,1,"No Lobbying"
2003,"AB","436","Ainsworth, John H.",1,1,"No Lobbying"
2003,"AB","436","Friske, Donald",1,1,"No Lobbying"
2003,"AB","436","Gottlieb, Mark",1,1,"No Lobbying"
2003,"AB","436","Gronemus, Barbara",1,1,"No Lobbying"
2003,"AB","436","Hahn, Eugene",1,1,"No Lobbying"
2003,"AB","436","Hebl, Gary Alan",1,1,"No Lobbying"
2003,"AB","436","Ott, Alvin R.",1,1,"No Lobbying"
2003,"AB","436","Petrowski, Jerry",1,1,"No Lobbying"
2003,"AB","436","Sherman, Gary E.",1,1,"No Lobbying"
2003,"AB","436","Staskunas, Anthony J.",1,1,"No Lobbying"
2003,"AB","436","Steinbrink, John P.",1,1,"No Lobbying"
2003,"AB","436","Vruwink, Amy Sue",1,1,"No Lobbying"
2003,"AB","436","Zepnick, Josh",1,1,"No Lobbying"
2003,"AB","443","Berceau, Terese",1,1,"Pre-For, Post-None"
2003,"AB","443","Gottlieb, Mark",1,1,"Pre-For, Post-None"
2003,"AB","443","Gunderson, Scott L.",1,1,"Pre-For, Post-None"
2003,"AB","443","Huber, Gregory B.",1,1,"Pre-For, Post-None"
2003,"AB","443","LeMahieu, Daniel R.",1,1,"Pre-For, Post-None"
2003,"AB","443","Lehman, Michael A.",1,1,"Pre-For, Post-None"
2003,"AB","443","Lothian, Thomas A.",1,1,"Pre-For, Post-None"
2003,"AB","468","Albers, Sheryl K.",1,1,"Pre-For, Post-None"
2003,"AB","468","Cullen, David A.",1,1,"Pre-For, Post-None"
2003,"AB","468","Grothman, Glenn",1,1,"Pre-For, Post-None"
2003,"AB","468","Gundrum, Mark",1,1,"Pre-For, Post-None"
2003,"AB","468","Hebl, Gary Alan",1,1,"Pre-For, Post-None"
2003,"AB","468","Kerkman, Samantha",1,1,"Pre-For, Post-None"
2003,"AB","468","McCormick, Terri",1,1,"Pre-For, Post-None"
2003,"AB","468","Staskunas, Anthony J.",1,1,"Pre-For, Post-None"
2003,"AB","471","Berceau, Terese",1,1,"Pre-Against, Post-None"
2003,"AB","471","Gottlieb, Mark",1,1,"Pre-Against, Post-None"
2003,"AB","471","Gunderson, Scott L.",1,1,"Pre-Against, Post-None"
2003,"AB","471","Huber, Gregory B.",1,1,"Pre-Against, Post-None"
2003,"AB","471","LeMahieu, Daniel R.",1,1,"Pre-Against, Post-None"
2003,"AB","471","Lehman, Michael A.",1,1,"Pre-Against, Post-None"
2003,"AB","471","Lothian, Thomas A.",1,1,"Pre-Against, Post-None"
2003,"AB","485","Huebsch, Michael D.",1,1,"Pre-For, Post-None"
2003,"AB","485","Kaufert, Dean R.",1,1,"Pre-For, Post-None"
2003,"AB","485","Meyer, Dan",1,1,"Pre-For, Post-None"
2003,"AB","485","Rhoades, Kitty",1,1,"Pre-For, Post-None"
2003,"AB","485","Schooff, Dan",1,1,"Pre-For, Post-None"
2003,"AB","485","Stone, Jeff",1,1,"Pre-For, Post-None"
2003,"AB","485","Ward, David W.",1,1,"Pre-For, Post-None"
